page,line,text
251,35,228
251,36,"Christie 2/13/19 302, at 5."
251,37,229
251,38,"Christie 2/13/19 302, at 5."
251,39,23
251,40,"°Christie 2/13/19 302, at 5."
251,41,231
251,42,"SCROI 26_000022 (President's Daily Diary, 2/14/17); Comey 11/15/17 302, at 9."
251,43,232
251,44,"Comey 11115/17302, at 10; 2/ 14/17 Corney Memorandum, at I; Hearing on Russian Election"
251,45,"Interference Before the Senate Select Intelligence Committee, 115th Cong. (June 8, 2017) (Statement for"
251,46,"the Record of James B. Comey, former Director of the FBI, at 4); Priebus I0/ 13/ 17 302, at 18 (confirming"
251,47,"that everyone was shooed out ""like Comey said"" in his June testimony)."
251,48,39
251,49,NA
252,1,U.S. Department ofJustice
252,2,AttorHe'.Y· Werle Proeh:1et// Ma:y Cottta:iHMa:teria:1Proteetee UHeer Fee . R. Crim. P. 6(e)
252,3,"excused them, repeating that he wanted to speak only with Comey. 233 At some point after others"
252,4,"had left the Oval Office, Priebus opened the door, but the President sent him away. 234"
252,5,"According to Comey's account of the meeting , once they were alone, the Pre sident began"
252,6,"the conversation by saying, ""I want to talk about Mike Flynn."" 235 The President stated that Flynn"
252,7,"had not done anything wrong in speaking with the Russians, but had to be terminated because he"
252,8,had misled the Vice President. 236 The conversation turned to the topic of leaks of classified
252,9,"information, but the President returned to Flynn, saying ""he is a good guy and has been through a"
252,10,"lot.""237 The President stated, ""I hope you can see your way clear to letting this go, to letting Flynn"
252,11,"go. He is a good guy. I hope you can let this go."" 238 Comey agreed that Flynn "" is a good guy, """
252,12,but did not commit to ending the investigation of Flynn. 239 Comey testified under oath that he
252,13,"took the President's statement ""as a direction "" because of the President's position and the"
252,14,circumstances of the one-on-one meeting .240
252,15,233
252,16,"Comey 11/15/17 302, at 10; Corney 2/14/17 Memorandum, at I; Hearing on Russian Election"
252,17,"Interference Before the Senate Select Intelligence Committee, 115th Cong. (June 8, 2017) (Statement for"
252,18,"the Record of James B. Comey, former Director of the FBI, at 4). Sessions recalled that the President asked"
252,19,to speak to Comey alone and that Sessions was one of the last to leave the room; he described Corney's
252,20,"testimony about the events leading up to the private meeting with the President as ""pretty accurate."""
252,21,"Sessions 1/ 17/18 302, at 6. Kushner had no recollection of whether the President asked Comey to stay"
252,22,"behind. Kushner 4/11/18 302, at 24."
252,23,234
252,24,"Comey 2/ 14/17 Memorandum, at 2; Priebus I 0/13/ 17 302, at 18."
252,25,235
252,26,"Comey 11/15/17 302, at 10; Corney 2/14/17 Memorandum, at 1; Hearing on Russian Election"
252,27,"Interference Before the Senate Select Intelligence Committee, I 15th Cong. (June 8, 2017) (Statement for"
252,28,"the Record of James B. Comey, former Director of the FBI, at 4)."
252,29,236
252,30,"Comey 2/14/ 17 Memorandum, at 1; Hearing on Russian Election Interference Before the Senate"
252,31,"Select Intelligence Committee, I 15th Cong. (June 8, 2017) (Statement for the Record of James B. Comey,"
252,32,"former Director of the FBI, at 5)."
252,33,237
252,34,"Comey 1 l / 15/ 17 302, at IO; Corney 2/14/ 17 Memorandum , at 2; Hearing on Russian Election"
252,35,"Interfer ence Before the Senate Select Intelligence Committee, 115th Cong. (June 8, 2017) (Statement for"
252,36,"the Record of James B. Comey , former Director of the FBI, at 5)."
252,37,238
252,38,"Hearing on Russian Election Interference Before the Senate Select Intelligence Committee,"
252,39,"115th Cong. (June 8, 2017) (Statement for the Record of James B. Comey, former Director of the FBI, at"
252,40,"5); Comey 2/14 / 17 Memorandum, at 2. Corney said he was highly confident that the words in quotations"
252,41,in his Memorandum documenting this meeting were the exact words used by the President. He said he
252,42,"knew · from the outset of the me eting that he was about to have a conversation of consequence, and he"
252,43,remembered the words used by the Pre sident and wrote them down soon after the meeting. Comey 11/15/ 17
252,44,"302, at 10-11."
252,45,239
252,46,"Comey 11/15/17 302, at IO; Corney 2/ 14/ 17 Memorandum, at 2."
252,47,240
252,48,"Hearing on Russian Election Interfer ence Before the Senate Select Intelligence Committee,"
252,49,"115th Cong. (June 8, 2017) (CQ Cong. Transcripts, at 31) (testimony of James B. Comey, former Director"
252,50,"of the FBI). Comey further stated, ""I mean, this is the president of the United States, with me alone, saying,"
252,51,"'l hope' this. I took it as, this is what he wants me to do."" Id.; see also Comey 11/15/17 302, at 10 (Corney"
252,52,took the stateme nt as an order to shut down the Flynn investigation).
252,53,40
252,54,NA
253,1,U.S . Department of Justice
253,2,"AM:e,ri,e,\l/e,rlcPre,auet // Mtt'.'.f"
253,3,"Ce,HtttiHMttterial Preteeteti Utttier Fee. R. Criffl. P. 6(e)"
253,4,"Shortly after meeting with the President, Comey began drafting a memorandum"
253,5,documenting their conversation. 24 1 Comey also met with his senior leadership team to discuss the
253,6,"President's request, and they agreed not to inform FBI officials working on the Flynn case of the"
253,7,President's statements so the officials would not be influenced by the request. 242 Comey also asked
253,8,for a meeting with Sessions and requested that Sessions not leave Comey alone with the President
253,9,again. 243
253,10,8. The Media Raises Questions About the President's Delay in Terminating Flynn
253,11,"After Flynn was forced to resign, the press raised questions about why the President waited"
253,12,more than two weeks after the DOJ notification to remove Flynn and whether the President had
253,13,known about Flynn's contacts with Kislyak before the DOJ notification. 244 The press also
253,14,continued to raise questions about connections between Rus sia and the President's campaign. 245
253,15,"On February 15, 2017, the President told reporters , ""General Flynn is a wonderful man. I think"
253,16,"he's been treated very, very unfairly by the media."" 246 On February 16, 2017, the President held"
253,17,24 1
253,18,"Comey 11/15/17 302, at 11; Hearing on Russian Election Interference Before the Senate Select"
253,19,"Intelligence Committee, I 15th Cong. (June 8, 2017) (Statement for the record of James B. Comey, former"
253,20,"Director of the FBI, at 5)."
253,21,242
253,22,"Comey 11/ 15/17 302, at 11; Rybicki 6/9/17 302, at 4; Rybicki 6/22/17 302, at 1; Hearing on"
253,23,"Russian Election Interference Before the Senate Select Intelligence Committee, I 15th Cong. (June 8, 2017)"
253,24,"(Statement for the record of James B. Comey, former Director of the FBI, at 5-6)."
253,25,243
253,26,"Comey 11/15/ 17 302, at 11; Rybicki 6/9/17 302, at 4-5; Rybicki 6/22/ 17 302, at 1-2; Sessions"
253,27,"1/17/18 302, at 6 (confirming that later in the week following Comey's one-on-one meeting with the"
253,28,"President in the Oval Office, Comey told the Attorney General that he did not want to be alone with the"
253,29,"President); Hunt 2/1/18 302, at 6 (within days of the February 14 Oval Office meeting, Comey told Sessions"
253,30,he did not think it was appropriate for the FBI Director to meet alone with the President); Rybicki 11/21/18
253,31,"302, at 4 (Rybicki helped to schedule the meeting with Sessions because Comey wanted to talk about his"
253,32,concerns about meeting with the President alone); Hearing on Russian Election Interference Before the
253,33,"Senate Select Intelligence Committee, I 15th Cong. (June 8, 2017) (Statement for the record of James B."
253,34,"Comey , former Director of the FBI, at 6)."
253,35,244
253,36,"See, e.g., Sean Spicer, White House Daily Briefing, C-SPAN (Feb. 14, 2017) (questions from"
253,37,"the press included, ""if [the President] was notified 17 days ago that Flynn had misled the Vice President ,"
253,38,"other officials here, and that he was a potential threat to blackmail by the Russians, why would he be kept"
253,39,"on for almost three weeks?"" and ""Did the President instruct [Flynn] to talk about sanctions with the [Russian"
253,40,"ambassador]? ""). Priebus recalled that the President initially equivocated on whether to fire Flynn because"
253,41,it would generate negative press to lose his National Security Advisor so early in his term . Priebus 1/18/ 18
253,42,"302, at 8."
253,43,24 5
253,44,"E.g., Sean Sullivan et al., Senators from both parties pl edge to deep en probe of Russia and the"
253,45,"2016 election, Washington Post (Feb. 14, 2017); Aaron Blake , 5 times Donald Trump's team deni ed contact"
253,46,"with Russia , Washington Post (Feb. 15, 2017); Oren Darell, D onald Trump's ties to Russia g o back 30"
253,47,"years, USA Today (Feb. 15, 2017); Pamela Brown et al., Trump aides were in constant touch with senior"
253,48,"Russian officials during campaign, CNN (Feb. 15, 2017); Austin Wright, Camey briefs senators amid furor"
253,49,"over Trump-Russia ties, Politico (Feb. 17, 2017); Megan Twohey & Scott Shane, A Back -Channel Plan for"
253,50,"Ukraine and Russia, Courtesy of Trump Associates , New York Times (Feb. 19, 2017)."
253,51,246
253,52,"Remarks by President Trump and Prime Minister Netanyahu ofisrael in Joint Press Conference,"
253,53,"White House (Feb. 15, 2017)."
253,54,41
253,55,NA
254,1,U .S. Department of Justice
254,2,AttorRey Werk Pretiuet // May CoRtaifl Material Preteeteti URtier Feti. R. Crim. P. 6(e)
254,3,"a press conference and said that he removed Flynn because Flynn ""didn ' t tell the Vice President"
254,4,"of the United States the facts, and then he didn't remember. And that just wasn ' t acceptable to"
254,5,"me. "" 247 The President said he did not direct Flynn to discuss sanctions with Kislyak , but ""it"
254,6,certainly would have been okay with me if he did. I would have directed him to do it if I thought
254,7,"he wasn't doing it. I didn't direct him, but I would have directed him because that ' s his job."" 248"
254,8,"In listing the reasons for terminating Flynn , the President did not say that Flynn had lied to him .249"
254,9,"The President also denied having any connection to Russia, stating, ""I have nothing to do with"
254,10,"Russia . I told you, I have no deals there. I have no anything."" 250 The President also said he ""had"
254,11,"nothing to do with "" WikiLeaks's publication of information hacked from the Clinton campaign .251"
254,12,9. The President Attempts to Have K.T. McFarland Create a Witness Statement
254,13,Denying that he Directed Flynn's Discussions with Kislyak
254,14,"On February 22, 2017, Priebus and Bannon told McFarland that the President wanted her"
254,15,"to resign as Deputy National Security Advisor, but they suggested to her that the Administration"
254,16,"could make her the ambassador to Singapore. 252 The next day , the President asked Priebus to have"
254,17,McFarland draft an internal email that would confirm that the President did not direct Flynn to call
254,18,the Russian Ambassador about sanctions .253 Priebus said he told the President he would only
254,19,direct McFarland to write such a letter if she were comfortable with it. 254 Priebus called McFarland
254,20,into his office to convey the President's request that she memorialize in writing that the President
254,21,did not direct Flynn to talk to Kislyak. 255 McFarland told Priebus she did not know whether the
254,22,"President had directed Flynn to talk to Kislyak about sanctions, and she declined to say yes or no"
254,23,247
254,24,"Remarks by President Trump in Press Conference, White House (Feb. 16, 2017)."
254,25,248
254,26,"Remarks by President Trump in Press Conference, White House (Feb. 16, 2017) . The President"
254,27,"also said that Flynn's conduct ""wasn't wrong - what he did in terms of the information he saw."" The"
254,28,"President said that Flynn was just ""doing the job,"" and ""if anything, he did something right."""
254,29,249
254,30,"Remarks by President Trump in Press Conference, White House (Feb. 16, 2017); Priebus"
254,31,"1/18/18 302, at 9."
254,32,250
254,33,"Remarks by President Trump in Press Conference, White House (Feb. 16, 2017)."
254,34,251
254,35,"Remarks by President Trump in Press Conference, White House (Feb. 16, 2017)."
